CityId,CityName,CountryId,Country,RegionId,Region,ContentId,ContenentId,Contenent,FullId
2576,Jeddah Saudi Arabia,87,Saudi Arabia,12,Middle East,3,3,Asia,312872576.0
2577,Khamis Mushait,87,Saudi Arabia,12,Middle East,3,3,Asia,312872577.0
2578,KSA,87,Saudi Arabia,12,Middle East,3,3,Asia,312872578.0
2579,Makkah al Mukarramah,87,Saudi Arabia,12,Middle East,3,3,Asia,312872579.0
2580,Makkah Province,87,Saudi Arabia,12,Middle East,3,3,Asia,312872580.0
2581,Mecca,87,Saudi Arabia,12,Middle East,3,3,Asia,312872581.0
2582,Medina,87,Saudi Arabia,12,Middle East,3,3,Asia,312872582.0
2583,Rabigh,87,Saudi Arabia,12,Middle East,3,3,Asia,312872583.0
2584,Riyadh,87,Saudi Arabia,12,Middle East,3,3,Asia,312872584.0
2585,Safwa,87,Saudi Arabia,12,Middle East,3,3,Asia,312872585.0
2586,Saudi Arabia,87,Saudi Arabia,12,Middle East,3,3,Asia,312872586.0
2587,Turaif,87,Saudi Arabia,12,Middle East,3,3,Asia,312872587.0
2588,Udhailiyah,87,Saudi Arabia,12,Middle East,3,3,Asia,312872588.0
2589,Yanbu,87,Saudi Arabia,12,Middle East,3,3,Asia,312872589.0
2590,Alanya,88,Turkey,12,Middle East,3,3,Asia,312882590.0
2591,Alasehir,88,Turkey,12,Middle East,3,3,Asia,312882591.0
2592,Ankara,88,Turkey,12,Middle East,3,3,Asia,312882592.0
2593,Antalya,88,Turkey,12,Middle East,3,3,Asia,312882593.0
2594,Antalya Province,88,Turkey,12,Middle East,3,3,Asia,312882594.0
2595,ararat,88,Turkey,12,Middle East,3,3,Asia,312882595.0
2596,Balikesir,88,Turkey,12,Middle East,3,3,Asia,312882596.0
2597,Bucca,88,Turkey,12,Middle East,3,3,Asia,312882597.0
2598,Bursa,88,Turkey,12,Middle East,3,3,Asia,312882598.0
2599,Datca,88,Turkey,12,Middle East,3,3,Asia,312882599.0
2600,Dikili,88,Turkey,12,Middle East,3,3,Asia,312882600.0
2601,Fethiye,88,Turkey,12,Middle East,3,3,Asia,312882601.0
2602,Gaziantep,88,Turkey,12,Middle East,3,3,Asia,312882602.0
2603,Goreme,88,Turkey,12,Middle East,3,3,Asia,312882603.0
2604,Istanbul,88,Turkey,12,Middle East,3,3,Asia,312882604.0
2605,Istanbul Province,88,Turkey,12,Middle East,3,3,Asia,312882605.0
2606,Izmir,88,Turkey,12,Middle East,3,3,Asia,312882606.0
2607,Kalkan,88,Turkey,12,Middle East,3,3,Asia,312882607.0
2608,Kartepe,88,Turkey,12,Middle East,3,3,Asia,312882608.0
2609,Konya,88,Turkey,12,Middle East,3,3,Asia,312882609.0
2610,Kusadasi,88,Turkey,12,Middle East,3,3,Asia,312882610.0
2611,Mardin,88,Turkey,12,Middle East,3,3,Asia,312882611.0
2612,Marmaris,88,Turkey,12,Middle East,3,3,Asia,312882612.0
2613,Mersin,88,Turkey,12,Middle East,3,3,Asia,312882613.0
2614,Mugla Province,88,Turkey,12,Middle East,3,3,Asia,312882614.0
2615,Side,88,Turkey,12,Middle East,3,3,Asia,312882615.0
2616,Turkey,88,Turkey,12,Middle East,3,3,Asia,312882616.0
2617,Abu Dhabi,89,United Arab Emirates,12,Middle East,3,3,Asia,312892617.0
2618,Ajman,89,United Arab Emirates,12,Middle East,3,3,Asia,312892618.0
2619,Al Ain,89,United Arab Emirates,12,Middle East,3,3,Asia,312892619.0
2620,Al Sharjah,89,United Arab Emirates,12,Middle East,3,3,Asia,312892620.0
2621,Ash Shibhanah,89,United Arab Emirates,12,Middle East,3,3,Asia,312892621.0
2622,Dibba Al Fujairah,89,United Arab Emirates,12,Middle East,3,3,Asia,312892622.0
2623,Dubai,89,United Arab Emirates,12,Middle East,3,3,Asia,312892623.0
2624,Emirate of Abu Dhabi,89,United Arab Emirates,12,Middle East,3,3,Asia,312892624.0
2625,Emirate of Dubai,89,United Arab Emirates,12,Middle East,3,3,Asia,312892625.0
2626,Emirate of Sharjah,89,United Arab Emirates,12,Middle East,3,3,Asia,312892626.0
2627,Fujairah,89,United Arab Emirates,12,Middle East,3,3,Asia,312892627.0
2628,Hatta,89,United Arab Emirates,12,Middle East,3,3,Asia,312892628.0
2629,Jebel Ali,89,United Arab Emirates,12,Middle East,3,3,Asia,312892629.0
2630,Madinat Zayed,89,United Arab Emirates,12,Middle East,3,3,Asia,312892630.0
2631,Murqquab,89,United Arab Emirates,12,Middle East,3,3,Asia,312892631.0
2632,Ras Al Khaimah,89,United Arab Emirates,12,Middle East,3,3,Asia,312892632.0
2633,Riverland,89,United Arab Emirates,12,Middle East,3,3,Asia,312892633.0
2634,Ruwais,89,United Arab Emirates,12,Middle East,3,3,Asia,312892634.0
2635,Sharjah,89,United Arab Emirates,12,Middle East,3,3,Asia,312892635.0
2636,Sir Bani Yas Island,89,United Arab Emirates,12,Middle East,3,3,Asia,312892636.0
2637,Tacloban City,89,United Arab Emirates,12,Middle East,3,3,Asia,312892637.0
2638,The Marina,89,United Arab Emirates,12,Middle East,3,3,Asia,312892638.0
2639,UAE,89,United Arab Emirates,12,Middle East,3,3,Asia,312892639.0
2640,United Arab Emirates,89,United Arab Emirates,12,Middle East,3,3,Asia,312892640.0
2641,Bagram,90,Afghanistan,13,South Asia,3,3,Asia,313902641.0
2642,Kabul,90,Afghanistan,13,South Asia,3,3,Asia,313902642.0
2643,Bangladesh,91,Bangladesh,13,South Asia,3,3,Asia,313912643.0
2644,Barisal Division,91,Bangladesh,13,South Asia,3,3,Asia,313912644.0
2645,Chittagong City,91,Bangladesh,13,South Asia,3,3,Asia,313912645.0
2646,Cox's Bazar,91,Bangladesh,13,South Asia,3,3,Asia,313912646.0
2647,Dhaka,91,Bangladesh,13,South Asia,3,3,Asia,313912647.0
2648,Dhaka City,91,Bangladesh,13,South Asia,3,3,Asia,313912648.0
2649,Dhaka Division,91,Bangladesh,13,South Asia,3,3,Asia,313912649.0
2650,Feni,91,Bangladesh,13,South Asia,3,3,Asia,313912650.0
2651,Gazipur,91,Bangladesh,13,South Asia,3,3,Asia,313912651.0
2652,Khulna,91,Bangladesh,13,South Asia,3,3,Asia,313912652.0
2653,Khulna City,91,Bangladesh,13,South Asia,3,3,Asia,313912653.0
2654,Mymensing,91,Bangladesh,13,South Asia,3,3,Asia,313912654.0
2655,Narayanganj,91,Bangladesh,13,South Asia,3,3,Asia,313912655.0
2656,Noakhali,91,Bangladesh,13,South Asia,3,3,Asia,313912656.0
2657,Pabna,91,Bangladesh,13,South Asia,3,3,Asia,313912657.0
2658,Rajshahi City,91,Bangladesh,13,South Asia,3,3,Asia,313912658.0
2659,Sylhet City,91,Bangladesh,13,South Asia,3,3,Asia,313912659.0
2660,Paro,92,Bhutan,13,South Asia,3,3,Asia,313922660.0
2661,Thimphu,92,Bhutan,13,South Asia,3,3,Asia,313922661.0
2662,-,93,India,13,South Asia,3,3,Asia,313932662.0
2663,Abohar,93,India,13,South Asia,3,3,Asia,313932663.0
2664,Agra,93,India,13,South Asia,3,3,Asia,313932664.0
2665,Ahmedabad,93,India,13,South Asia,3,3,Asia,313932665.0
2666,Ahmedabad District,93,India,13,South Asia,3,3,Asia,313932666.0
2667,Ahmednagar,93,India,13,South Asia,3,3,Asia,313932667.0
2668,Ajmer,93,India,13,South Asia,3,3,Asia,313932668.0
2669,Aligarh,93,India,13,South Asia,3,3,Asia,313932669.0
2670,Allahabad,93,India,13,South Asia,3,3,Asia,313932670.0
2671,Aluva,93,India,13,South Asia,3,3,Asia,313932671.0
2672,Amalapuram,93,India,13,South Asia,3,3,Asia,313932672.0
2673,Amravati,93,India,13,South Asia,3,3,Asia,313932673.0
2674,Amritsar,93,India,13,South Asia,3,3,Asia,313932674.0
2675,Anand,93,India,13,South Asia,3,3,Asia,313932675.0
2676,Anantapur,93,India,13,South Asia,3,3,Asia,313932676.0
2677,Andheri West/Versova,93,India,13,South Asia,3,3,Asia,313932677.0
2678,Ankleshwar,93,India,13,South Asia,3,3,Asia,313932678.0
2679,Arambol,93,India,13,South Asia,3,3,Asia,313932679.0
2680,Asansol,93,India,13,South Asia,3,3,Asia,313932680.0
2681,Aurangabad,93,India,13,South Asia,3,3,Asia,313932681.0
2682,Bangalore,93,India,13,South Asia,3,3,Asia,313932682.0
2683,Bangalore District,93,India,13,South Asia,3,3,Asia,313932683.0
2684,Banihal,93,India,13,South Asia,3,3,Asia,313932684.0
2685,Bankura,93,India,13,South Asia,3,3,Asia,313932685.0
2686,Bardez,93,India,13,South Asia,3,3,Asia,313932686.0
2687,Bareilly,93,India,13,South Asia,3,3,Asia,313932687.0
2688,Belgaum,93,India,13,South Asia,3,3,Asia,313932688.0
2689,Benaulim,93,India,13,South Asia,3,3,Asia,313932689.0
2690,Bengaluru,93,India,13,South Asia,3,3,Asia,313932690.0
2691,Bengaluru (Bangalore),93,India,13,South Asia,3,3,Asia,313932691.0
2692,Betul,93,India,13,South Asia,3,3,Asia,313932692.0
2693,Bhadrak,93,India,13,South Asia,3,3,Asia,313932693.0
2694,Bhavnagar,93,India,13,South Asia,3,3,Asia,313932694.0
2695,Bhilai,93,India,13,South Asia,3,3,Asia,313932695.0
2696,Bhopal,93,India,13,South Asia,3,3,Asia,313932696.0
2697,Bhubaneswar,93,India,13,South Asia,3,3,Asia,313932697.0
2698,Bhuj,93,India,13,South Asia,3,3,Asia,313932698.0
2699,bhusawal jalgaon,93,India,13,South Asia,3,3,Asia,313932699.0
2700,Bombay,93,India,13,South Asia,3,3,Asia,313932700.0
2701,Bongaigaon,93,India,13,South Asia,3,3,Asia,313932701.0
2702,Calangute,93,India,13,South Asia,3,3,Asia,313932702.0
2703,Calcutta,93,India,13,South Asia,3,3,Asia,313932703.0
2704,Candolim,93,India,13,South Asia,3,3,Asia,313932704.0
2705,Chamrajnagar,93,India,13,South Asia,3,3,Asia,313932705.0
2706,Chandigarh,93,India,13,South Asia,3,3,Asia,313932706.0
2707,Chennai,93,India,13,South Asia,3,3,Asia,313932707.0
2708,Chennai (Madras),93,India,13,South Asia,3,3,Asia,313932708.0
2709,Chennai District,93,India,13,South Asia,3,3,Asia,313932709.0
2710,Coimbatore,93,India,13,South Asia,3,3,Asia,313932710.0
2711,Coonoor,93,India,13,South Asia,3,3,Asia,313932711.0
2712,Cuttack,93,India,13,South Asia,3,3,Asia,313932712.0
2713,Darjeeling,93,India,13,South Asia,3,3,Asia,313932713.0
2714,Davangere,93,India,13,South Asia,3,3,Asia,313932714.0
2715,Dehradun,93,India,13,South Asia,3,3,Asia,313932715.0
2716,Dehradun District,93,India,13,South Asia,3,3,Asia,313932716.0
2717,Delhi,93,India,13,South Asia,3,3,Asia,313932717.0
2718,Dharamsala,93,India,13,South Asia,3,3,Asia,313932718.0
2719,Dindigul,93,India,13,South Asia,3,3,Asia,313932719.0
2720,Diu,93,India,13,South Asia,3,3,Asia,313932720.0
2721,Duliajan,93,India,13,South Asia,3,3,Asia,313932721.0
2722,Durgapur,93,India,13,South Asia,3,3,Asia,313932722.0
2723,Ernakulam,93,India,13,South Asia,3,3,Asia,313932723.0
2724,Erode,93,India,13,South Asia,3,3,Asia,313932724.0
2725,Faridabad,93,India,13,South Asia,3,3,Asia,313932725.0
2726,Gandhinagar,93,India,13,South Asia,3,3,Asia,313932726.0
2727,Gangtok,93,India,13,South Asia,3,3,Asia,313932727.0
2728,GhÄtkopar,93,India,13,South Asia,3,3,Asia,313932728.0
2729,Ghaziabad,93,India,13,South Asia,3,3,Asia,313932729.0
2730,Goa,93,India,13,South Asia,3,3,Asia,313932730.0
2731,Goa Velha,93,India,13,South Asia,3,3,Asia,313932731.0
2732,Gorakhpur,93,India,13,South Asia,3,3,Asia,313932732.0
2733,Greater Kochi,93,India,13,South Asia,3,3,Asia,313932733.0
2734,Greater Noida,93,India,13,South Asia,3,3,Asia,313932734.0
2735,Gujarat,93,India,13,South Asia,3,3,Asia,313932735.0
2736,Gurgaon,93,India,13,South Asia,3,3,Asia,313932736.0
2737,Gurgaon District,93,India,13,South Asia,3,3,Asia,313932737.0
2738,Gurugram (Gurgaon),93,India,13,South Asia,3,3,Asia,313932738.0
2739,Guwahati,93,India,13,South Asia,3,3,Asia,313932739.0
2740,Gwalior,93,India,13,South Asia,3,3,Asia,313932740.0
2741,Haridwar,93,India,13,South Asia,3,3,Asia,313932741.0
2742,Hosur,93,India,13,South Asia,3,3,Asia,313932742.0
2743,Howrah,93,India,13,South Asia,3,3,Asia,313932743.0
2744,Hubli-Dharwad,93,India,13,South Asia,3,3,Asia,313932744.0
2745,Hyderabad,93,India,13,South Asia,3,3,Asia,313932745.0
2746,Hyderabad District,93,India,13,South Asia,3,3,Asia,313932746.0
2747,Hyderabad-Deccan,93,India,13,South Asia,3,3,Asia,313932747.0
2748,India,93,India,13,South Asia,3,3,Asia,313932748.0
2749,Indore,93,India,13,South Asia,3,3,Asia,313932749.0
2750,Jabalpur,93,India,13,South Asia,3,3,Asia,313932750.0
2751,Jaigaon,93,India,13,South Asia,3,3,Asia,313932751.0
2752,Jaipur,93,India,13,South Asia,3,3,Asia,313932752.0
2753,Jaipur District,93,India,13,South Asia,3,3,Asia,313932753.0
2754,Jaisalmer,93,India,13,South Asia,3,3,Asia,313932754.0
2755,Jalandhar,93,India,13,South Asia,3,3,Asia,313932755.0
2756,Jammu City,93,India,13,South Asia,3,3,Asia,313932756.0
2757,Jamnagar,93,India,13,South Asia,3,3,Asia,313932757.0
2758,Jamshedpur,93,India,13,South Asia,3,3,Asia,313932758.0
2759,Janakpuri,93,India,13,South Asia,3,3,Asia,313932759.0
2760,Jeypore,93,India,13,South Asia,3,3,Asia,313932760.0
2761,Jhalawar,93,India,13,South Asia,3,3,Asia,313932761.0
2762,Jodhpur,93,India,13,South Asia,3,3,Asia,313932762.0
2763,Joshimath,93,India,13,South Asia,3,3,Asia,313932763.0
2764,Junagadh,93,India,13,South Asia,3,3,Asia,313932764.0
2765,Kaithal District,93,India,13,South Asia,3,3,Asia,313932765.0
2766,Kakinada,93,India,13,South Asia,3,3,Asia,313932766.0
2767,Kalimpong,93,India,13,South Asia,3,3,Asia,313932767.0
2768,Kalpetta,93,India,13,South Asia,3,3,Asia,313932768.0
2769,Kanatal,93,India,13,South Asia,3,3,Asia,313932769.0
2770,Kannur,93,India,13,South Asia,3,3,Asia,313932770.0
2771,Kanpur,93,India,13,South Asia,3,3,Asia,313932771.0
2772,Karaikudi,93,India,13,South Asia,3,3,Asia,313932772.0
2773,Karimnagar,93,India,13,South Asia,3,3,Asia,313932773.0
2774,Karjat Town,93,India,13,South Asia,3,3,Asia,313932774.0
2775,Karnal,93,India,13,South Asia,3,3,Asia,313932775.0
2776,Kasaragod,93,India,13,South Asia,3,3,Asia,313932776.0
2777,Kasauli,93,India,13,South Asia,3,3,Asia,313932777.0
2778,Kayamkulam,93,India,13,South Asia,3,3,Asia,313932778.0
2779,Kaziranga National Park,93,India,13,South Asia,3,3,Asia,313932779.0
2780,Kerala,93,India,13,South Asia,3,3,Asia,313932780.0
2781,Kharagpur,93,India,13,South Asia,3,3,Asia,313932781.0
2782,Kochi,93,India,13,South Asia,3,3,Asia,313932782.0
2783,Kochi (Cochin),93,India,13,South Asia,3,3,Asia,313932783.0
2784,Kodagu (Coorg),93,India,13,South Asia,3,3,Asia,313932784.0
2785,Kolhapur,93,India,13,South Asia,3,3,Asia,313932785.0
2786,Kolkata,93,India,13,South Asia,3,3,Asia,313932786.0
2787,Kolkata (Calcutta),93,India,13,South Asia,3,3,Asia,313932787.0
2788,Kolkata District,93,India,13,South Asia,3,3,Asia,313932788.0
2789,Kollam,93,India,13,South Asia,3,3,Asia,313932789.0
2790,Kota,93,India,13,South Asia,3,3,Asia,313932790.0
2791,Kothamangalam,93,India,13,South Asia,3,3,Asia,313932791.0
2792,Kottayam,93,India,13,South Asia,3,3,Asia,313932792.0
2793,Kovalam,93,India,13,South Asia,3,3,Asia,313932793.0
2794,Kozhikode,93,India,13,South Asia,3,3,Asia,313932794.0
2795,Kullu,93,India,13,South Asia,3,3,Asia,313932795.0
2796,Kumarakom,93,India,13,South Asia,3,3,Asia,313932796.0
2797,Leh,93,India,13,South Asia,3,3,Asia,313932797.0
2798,Lucknow,93,India,13,South Asia,3,3,Asia,313932798.0
2799,Ludhiana,93,India,13,South Asia,3,3,Asia,313932799.0
2800,Madikeri,93,India,13,South Asia,3,3,Asia,313932800.0
2801,Madurai,93,India,13,South Asia,3,3,Asia,313932801.0
2802,Mahadevapura,93,India,13,South Asia,3,3,Asia,313932802.0
2803,Malda,93,India,13,South Asia,3,3,Asia,313932803.0
2804,Mandsaur,93,India,13,South Asia,3,3,Asia,313932804.0
2805,Mandya,93,India,13,South Asia,3,3,Asia,313932805.0
2806,Mangalore,93,India,13,South Asia,3,3,Asia,313932806.0
2807,Mararikulam,93,India,13,South Asia,3,3,Asia,313932807.0
2808,Margao,93,India,13,South Asia,3,3,Asia,313932808.0
2809,Mayapur,93,India,13,South Asia,3,3,Asia,313932809.0
2810,Meerut,93,India,13,South Asia,3,3,Asia,313932810.0
2811,Meherabad,93,India,13,South Asia,3,3,Asia,313932811.0
2812,Mhow,93,India,13,South Asia,3,3,Asia,313932812.0
2813,Mira Bhayandar,93,India,13,South Asia,3,3,Asia,313932813.0
2814,Moradabad,93,India,13,South Asia,3,3,Asia,313932814.0
2815,Mount Abu,93,India,13,South Asia,3,3,Asia,313932815.0
2816,Mulund West,93,India,13,South Asia,3,3,Asia,313932816.0
2817,MUM,93,India,13,South Asia,3,3,Asia,313932817.0
2818,mumba,93,India,13,South Asia,3,3,Asia,313932818.0
2819,Mumbai,93,India,13,South Asia,3,3,Asia,313932819.0
2820,Mussoorie,93,India,13,South Asia,3,3,Asia,313932820.0
2821,Muzaffarnagar,93,India,13,South Asia,3,3,Asia,313932821.0
2822,Muzaffarpur District,93,India,13,South Asia,3,3,Asia,313932822.0
2823,Mysore,93,India,13,South Asia,3,3,Asia,313932823.0
2824,Mysuru (Mysore),93,India,13,South Asia,3,3,Asia,313932824.0
2825,Nadiad,93,India,13,South Asia,3,3,Asia,313932825.0
2826,Nagpur,93,India,13,South Asia,3,3,Asia,313932826.0
2827,Nainital,93,India,13,South Asia,3,3,Asia,313932827.0
2828,Nanded,93,India,13,South Asia,3,3,Asia,313932828.0
2829,Nashik,93,India,13,South Asia,3,3,Asia,313932829.0
2830,National Capital Territory of Delhi,93,India,13,South Asia,3,3,Asia,313932830.0
2831,Navi Mumbai,93,India,13,South Asia,3,3,Asia,313932831.0
2832,Navi Mumbai (New Mumbai),93,India,13,South Asia,3,3,Asia,313932832.0
2833,Nellore,93,India,13,South Asia,3,3,Asia,313932833.0
2834,Nemmale East And West,93,India,13,South Asia,3,3,Asia,313932834.0
2835,New Delhi,93,India,13,South Asia,3,3,Asia,313932835.0
2836,New Delhi (Delhi),93,India,13,South Asia,3,3,Asia,313932836.0
2837,Nimbahera,93,India,13,South Asia,3,3,Asia,313932837.0
2838,Noida,93,India,13,South Asia,3,3,Asia,313932838.0
2839,North Paravur,93,India,13,South Asia,3,3,Asia,313932839.0
2840,Nuvem,93,India,13,South Asia,3,3,Asia,313932840.0
2841,Ooty (Udhagamandalam),93,India,13,South Asia,3,3,Asia,313932841.0
2842,Palampur,93,India,13,South Asia,3,3,Asia,313932842.0
2843,Palanpur,93,India,13,South Asia,3,3,Asia,313932843.0
2844,Panchkula,93,India,13,South Asia,3,3,Asia,313932844.0
2845,Panjim,93,India,13,South Asia,3,3,Asia,313932845.0
2846,Panvel,93,India,13,South Asia,3,3,Asia,313932846.0
2847,Pathankot,93,India,13,South Asia,3,3,Asia,313932847.0
2848,Patiala,93,India,13,South Asia,3,3,Asia,313932848.0
2849,Patna,93,India,13,South Asia,3,3,Asia,313932849.0
2850,Pattambi,93,India,13,South Asia,3,3,Asia,313932850.0
2851,Phagwara,93,India,13,South Asia,3,3,Asia,313932851.0
2852,Pilani,93,India,13,South Asia,3,3,Asia,313932852.0
2853,Pondicherry,93,India,13,South Asia,3,3,Asia,313932853.0
2854,Ponnani,93,India,13,South Asia,3,3,Asia,313932854.0
2855,Port Blair,93,India,13,South Asia,3,3,Asia,313932855.0
2856,Pune,93,India,13,South Asia,3,3,Asia,313932856.0
2857,Pune District,93,India,13,South Asia,3,3,Asia,313932857.0
2858,Puri,93,India,13,South Asia,3,3,Asia,313932858.0
2859,Pushkar,93,India,13,South Asia,3,3,Asia,313932859.0
2860,Raigarh,93,India,13,South Asia,3,3,Asia,313932860.0
2861,Raipur,93,India,13,South Asia,3,3,Asia,313932861.0
2862,Rajkot,93,India,13,South Asia,3,3,Asia,313932862.0
2863,Ranchi,93,India,13,South Asia,3,3,Asia,313932863.0
2864,Rishikesh,93,India,13,South Asia,3,3,Asia,313932864.0
2865,Rohtak,93,India,13,South Asia,3,3,Asia,313932865.0
2866,Roorkee,93,India,13,South Asia,3,3,Asia,313932866.0
2867,Rudrapur,93,India,13,South Asia,3,3,Asia,313932867.0
2868,Sahibabad,93,India,13,South Asia,3,3,Asia,313932868.0
2869,Salem,93,India,13,South Asia,3,3,Asia,313932869.0
2870,Secunderabad,93,India,13,South Asia,3,3,Asia,313932870.0
2871,Shantiniketan,93,India,13,South Asia,3,3,Asia,313932871.0
2872,Shimla,93,India,13,South Asia,3,3,Asia,313932872.0
2873,Shrirampur,93,India,13,South Asia,3,3,Asia,313932873.0
2874,Silchar,93,India,13,South Asia,3,3,Asia,313932874.0
2875,Siliguri,93,India,13,South Asia,3,3,Asia,313932875.0
2876,Silvassa,93,India,13,South Asia,3,3,Asia,313932876.0
2877,Sindhanur,93,India,13,South Asia,3,3,Asia,313932877.0
2878,Sonipat,93,India,13,South Asia,3,3,Asia,313932878.0
2879,South District,93,India,13,South Asia,3,3,Asia,313932879.0
2880,Srinagar,93,India,13,South Asia,3,3,Asia,313932880.0
2881,Sundarbans National Park,93,India,13,South Asia,3,3,Asia,313932881.0
2882,Surat,93,India,13,South Asia,3,3,Asia,313932882.0
2883,Surat District,93,India,13,South Asia,3,3,Asia,313932883.0
2884,Tamil Nadu,93,India,13,South Asia,3,3,Asia,313932884.0
2885,Tangmarg,93,India,13,South Asia,3,3,Asia,313932885.0
2886,Tezpur,93,India,13,South Asia,3,3,Asia,313932886.0
2887,Thalassery,93,India,13,South Asia,3,3,Asia,313932887.0
2888,Thane,93,India,13,South Asia,3,3,Asia,313932888.0
2889,Thanjavur,93,India,13,South Asia,3,3,Asia,313932889.0
2890,Thiruvananthapuram (Trivandrum),93,India,13,South Asia,3,3,Asia,313932890.0
2891,Thodupuzha,93,India,13,South Asia,3,3,Asia,313932891.0
2892,Thrissur,93,India,13,South Asia,3,3,Asia,313932892.0
2893,Thrissur District,93,India,13,South Asia,3,3,Asia,313932893.0
2894,Tirunelveli,93,India,13,South Asia,3,3,Asia,313932894.0
2895,Tirupati,93,India,13,South Asia,3,3,Asia,313932895.0
2896,Tiruppur,93,India,13,South Asia,3,3,Asia,313932896.0
2897,Trivandrum,93,India,13,South Asia,3,3,Asia,313932897.0
2898,Udaipur,93,India,13,South Asia,3,3,Asia,313932898.0
2899,Udhampur,93,India,13,South Asia,3,3,Asia,313932899.0
2900,Udupi,93,India,13,South Asia,3,3,Asia,313932900.0
2901,Udupi District,93,India,13,South Asia,3,3,Asia,313932901.0
2902,Ugapur,93,India,13,South Asia,3,3,Asia,313932902.0
2903,Uttarakhand,93,India,13,South Asia,3,3,Asia,313932903.0
2904,Uttarpara Kotrung,93,India,13,South Asia,3,3,Asia,313932904.0
2905,Vadodara,93,India,13,South Asia,3,3,Asia,313932905.0
2906,Vadodara District,93,India,13,South Asia,3,3,Asia,313932906.0
2907,Vallabh Vidyanagar,93,India,13,South Asia,3,3,Asia,313932907.0
2908,Valsad,93,India,13,South Asia,3,3,Asia,313932908.0
2909,Varanasi,93,India,13,South Asia,3,3,Asia,313932909.0
2910,Varanasi District,93,India,13,South Asia,3,3,Asia,313932910.0
2911,Varca,93,India,13,South Asia,3,3,Asia,313932911.0
2912,Varkala Town,93,India,13,South Asia,3,3,Asia,313932912.0
2913,Vasai,93,India,13,South Asia,3,3,Asia,313932913.0
2914,Vellore,93,India,13,South Asia,3,3,Asia,313932914.0
2915,Vijayawada,93,India,13,South Asia,3,3,Asia,313932915.0
2916,Virar,93,India,13,South Asia,3,3,Asia,313932916.0
2917,Visakhapatnam,93,India,13,South Asia,3,3,Asia,313932917.0
2918,vishakapatnam,93,India,13,South Asia,3,3,Asia,313932918.0
2919,Waidhan,93,India,13,South Asia,3,3,Asia,313932919.0
2920,Wakad,93,India,13,South Asia,3,3,Asia,313932920.0
2921,Warangal,93,India,13,South Asia,3,3,Asia,313932921.0
2922,wardha-maharashtra,93,India,13,South Asia,3,3,Asia,313932922.0
2923,Yanam,93,India,13,South Asia,3,3,Asia,313932923.0
2924,Yavatmal,93,India,13,South Asia,3,3,Asia,313932924.0
2925,Addu City,94,Maldives,13,South Asia,3,3,Asia,313942925.0
2926,Baa Atoll,94,Maldives,13,South Asia,3,3,Asia,313942926.0
2927,Bandos,94,Maldives,13,South Asia,3,3,Asia,313942927.0
2928,Dhigurah,94,Maldives,13,South Asia,3,3,Asia,313942928.0
2929,Fonimagoodhoo Island,94,Maldives,13,South Asia,3,3,Asia,313942929.0
2930,Hulhumale Maldives,94,Maldives,13,South Asia,3,3,Asia,313942930.0
2931,Kaadedhdhoo,94,Maldives,13,South Asia,3,3,Asia,313942931.0
2932,Kandoomaafushi Island,94,Maldives,13,South Asia,3,3,Asia,313942932.0
2933,Maldives,94,Maldives,13,South Asia,3,3,Asia,313942933.0
2934,Male,94,Maldives,13,South Asia,3,3,Asia,313942934.0
2935,South Male Atoll,94,Maldives,13,South Asia,3,3,Asia,313942935.0
2936,Bhaktapur,95,Nepal,13,South Asia,3,3,Asia,313952936.0
2937,Dharan,95,Nepal,13,South Asia,3,3,Asia,313952937.0
2938,Kathmandu,95,Nepal,13,South Asia,3,3,Asia,313952938.0
2939,Kathmandu Valley,95,Nepal,13,South Asia,3,3,Asia,313952939.0
2940,Nagarkot,95,Nepal,13,South Asia,3,3,Asia,313952940.0
2941,Patan (Lalitpur),95,Nepal,13,South Asia,3,3,Asia,313952941.0
2942,Pokhara,95,Nepal,13,South Asia,3,3,Asia,313952942.0
2943,Abbottabad,96,Pakistan,13,South Asia,3,3,Asia,313962943.0
2944,Hyderabad,96,Pakistan,13,South Asia,3,3,Asia,313962944.0
2945,Islamabad,96,Pakistan,13,South Asia,3,3,Asia,313962945.0
2946,Islamabad Capital Territory,96,Pakistan,13,South Asia,3,3,Asia,313962946.0
2947,Karachi,96,Pakistan,13,South Asia,3,3,Asia,313962947.0
2948,Lahore,96,Pakistan,13,South Asia,3,3,Asia,313962948.0
2949,Rawalpindi,96,Pakistan,13,South Asia,3,3,Asia,313962949.0
2950,Sahiwal,96,Pakistan,13,South Asia,3,3,Asia,313962950.0
2951,sultankot,96,Pakistan,13,South Asia,3,3,Asia,313962951.0
2952,Battaramulla,97,Sri Lanka,13,South Asia,3,3,Asia,313972952.0
2953,Batticolla,97,Sri Lanka,13,South Asia,3,3,Asia,313972953.0
2954,Bemtota,97,Sri Lanka,13,South Asia,3,3,Asia,313972954.0
2955,Boralesgamuwa,97,Sri Lanka,13,South Asia,3,3,Asia,313972955.0
2956,Colombo,97,Sri Lanka,13,South Asia,3,3,Asia,313972956.0
2957,Dehiwala-Mount Lavinia,97,Sri Lanka,13,South Asia,3,3,Asia,313972957.0
2958,Dharga Town,97,Sri Lanka,13,South Asia,3,3,Asia,313972958.0
2959,Dikwella,97,Sri Lanka,13,South Asia,3,3,Asia,313972959.0
2960,Galle,97,Sri Lanka,13,South Asia,3,3,Asia,313972960.0
