UserId,ContenentId_x,RegionId_x,CountryId_x,CityId_x,FullId,CityId_y,CityName,CountryId_y,Country,RegionId_y,Region,ContentId,ContenentId_y,Contenent
18655,1,4,22,114.0,1422114.0,114,Durban,22,South Africa,4,Southern Africa,1,1,Africa
18657,3,13,93,2831.0,313932831.0,2831,Navi Mumbai,93,India,13,South Asia,3,3,Asia
18660,4,15,109,4940.0,4151094940.0,4940,Perth,109,Australia,15,Australia,4,4,Australia & Oceania
18667,3,14,103,3354.0,3141033354.0,3354,Kuala Lumpur,103,Malaysia,14,South East Asia,3,3,Asia
18669,3,14,101,3098.0,3141013098.0,3098,Jakarta,101,Indonesia,14,South East Asia,3,3,Asia
18671,3,13,93,2819.0,313932819.0,2819,Mumbai,93,India,13,South Asia,3,3,Asia
18672,3,13,93,2819.0,313932819.0,2819,Mumbai,93,India,13,South Asia,3,3,Asia
18676,3,13,93,2835.0,313932835.0,2835,New Delhi,93,India,13,South Asia,3,3,Asia
18679,2,8,48,468.0,2848468.0,468,Ottawa,48,Canada,8,Northern America,2,2,America
18680,3,13,93,2819.0,313932819.0,2819,Mumbai,93,India,13,South Asia,3,3,Asia
18681,3,13,92,2661.0,313922661.0,2661,Thimphu,92,Bhutan,13,South Asia,3,3,Asia
18685,2,8,51,1156.0,28511156.0,1156,Hartford,51,United States,8,Northern America,2,2,America
18695,4,15,109,3687.0,4151093687.0,3687,Adelaide,109,Australia,15,Australia,4,4,Australia & Oceania
18701,5,20,151,6867.0,5201516867.0,6867,Milan,151,Italy,20,Southern Europe,5,5,Europe
18704,4,15,109,4943.0,4151094943.0,4943,Perth Australia,109,Australia,15,Australia,4,4,Australia & Oceania
18713,3,14,101,3081.0,3141013081.0,3081,Garut,101,Indonesia,14,South East Asia,3,3,Asia
18721,4,16,115,5487.0,4161155487.0,5487,Auckland,115,New Zealand,16,Oceania,4,4,Australia & Oceania
18724,3,13,93,2739.0,313932739.0,2739,Guwahati,93,India,13,South Asia,3,3,Asia
18727,2,8,51,698.0,2851698.0,698,Austin,51,United States,8,Northern America,2,2,America
18728,3,14,103,3367.0,3141033367.0,3367,Malaysia,103,Malaysia,14,South East Asia,3,3,Asia
18729,5,17,135,6306.0,5171356306.0,6306,Thalwil,135,Switzerland,17,Central Europe,5,5,Europe
18731,2,8,48,445.0,2848445.0,445,Nanaimo,48,Canada,8,Northern America,2,2,America
18734,3,14,107,3567.0,3141073567.0,3567,Bangkok,107,Thailand,14,South East Asia,3,3,Asia
18740,4,15,109,4049.0,4151094049.0,4049,Clarendon,109,Australia,15,Australia,4,4,Australia & Oceania
18745,3,14,101,3098.0,3141013098.0,3098,Jakarta,101,Indonesia,14,South East Asia,3,3,Asia
18749,4,15,109,4940.0,4151094940.0,4940,Perth,109,Australia,15,Australia,4,4,Australia & Oceania
18752,4,15,109,5099.0,4151095099.0,5099,Shelley,109,Australia,15,Australia,4,4,Australia & Oceania
18761,4,15,109,4616.0,4151094616.0,4616,Mandurah,109,Australia,15,Australia,4,4,Australia & Oceania
18763,5,17,125,5905.0,5171255905.0,5905,Jena,125,Germany,17,Central Europe,5,5,Europe
18766,3,14,105,3485.0,3141053485.0,3485,Metro Manila,105,Philippines,14,South East Asia,3,3,Asia
18767,5,21,163,8012.0,5211638012.0,8012,Biggleswade,163,United Kingdom,21,Western Europe,5,5,Europe
18770,4,15,109,4940.0,4151094940.0,4940,Perth,109,Australia,15,Australia,4,4,Australia & Oceania
18771,3,14,106,3551.0,3141063551.0,3551,Singapore,106,Singapore,14,South East Asia,3,3,Asia
18774,4,15,109,3915.0,4151093915.0,3915,Brisbane,109,Australia,15,Australia,4,4,Australia & Oceania
18777,5,21,163,9140.0,5211639140.0,9140,Yorkshire,163,United Kingdom,21,Western Europe,5,5,Europe
18783,3,14,106,3551.0,3141063551.0,3551,Singapore,106,Singapore,14,South East Asia,3,3,Asia
18785,5,21,159,7424.0,5211597424.0,7424,Grenoble,159,France,21,Western Europe,5,5,Europe
18788,4,15,109,4304.0,4151094304.0,4304,Gold coast Australia,109,Australia,15,Australia,4,4,Australia & Oceania
18793,5,21,163,8348.0,5211638348.0,8348,Guernsey,163,United Kingdom,21,Western Europe,5,5,Europe
18794,2,8,51,1307.0,28511307.0,1307,Lake Arrowhead,51,United States,8,Northern America,2,2,America
18798,5,21,163,8687.0,5211638687.0,8687,Nottingham,163,United Kingdom,21,Western Europe,5,5,Europe
18799,2,8,51,1826.0,28511826.0,1826,Santa Cruz,51,United States,8,Northern America,2,2,America
18807,3,14,107,3577.0,3141073577.0,3577,Chiang Mai,107,Thailand,14,South East Asia,3,3,Asia
18808,3,13,93,2813.0,313932813.0,2813,Mira Bhayandar,93,India,13,South Asia,3,3,Asia
18810,3,13,93,2819.0,313932819.0,2819,Mumbai,93,India,13,South Asia,3,3,Asia
18812,2,8,51,1311.0,28511311.0,1311,Lake Peekskill,51,United States,8,Northern America,2,2,America
18813,2,8,48,339.0,2848339.0,339,Canada,48,Canada,8,Northern America,2,2,America
18818,4,15,109,3981.0,4151093981.0,3981,Canberra,109,Australia,15,Australia,4,4,Australia & Oceania
18822,5,20,157,7066.0,5201577066.0,7066,Cerdanyola del Valles,157,Spain,20,Southern Europe,5,5,Europe
18825,5,20,156,7035.0,5201567035.0,7035,Skopje,156,Republic of North Macedonia,20,Southern Europe,5,5,Europe
18838,4,15,109,4819.0,4151094819.0,4819,New South Wales,109,Australia,15,Australia,4,4,Australia & Oceania
18840,2,8,48,468.0,2848468.0,468,Ottawa,48,Canada,8,Northern America,2,2,America
18841,5,21,162,7841.0,5211627841.0,7841,Schinnen,162,Netherlands,21,Western Europe,5,5,Europe
18846,4,15,109,4312.0,4151094312.0,4312,Goomalling,109,Australia,15,Australia,4,4,Australia & Oceania
18853,4,15,109,4303.0,4151094303.0,4303,Gold Coast,109,Australia,15,Australia,4,4,Australia & Oceania
18858,4,15,109,3687.0,4151093687.0,3687,Adelaide,109,Australia,15,Australia,4,4,Australia & Oceania
18863,4,15,109,4940.0,4151094940.0,4940,Perth,109,Australia,15,Australia,4,4,Australia & Oceania
18868,4,15,109,4940.0,4151094940.0,4940,Perth,109,Australia,15,Australia,4,4,Australia & Oceania
18877,5,21,163,8164.0,5211638164.0,8164,Cockermouth,163,United Kingdom,21,Western Europe,5,5,Europe
18879,4,15,109,3973.0,4151093973.0,3973,Cairns,109,Australia,15,Australia,4,4,Australia & Oceania
18884,4,15,109,3915.0,4151093915.0,3915,Brisbane,109,Australia,15,Australia,4,4,Australia & Oceania
18885,5,20,150,6777.0,5201506777.0,6777,Piraeus,150,Greece,20,Southern Europe,5,5,Europe
18887,5,21,163,9009.0,5211639009.0,9009,United Kingdom,163,United Kingdom,21,Western Europe,5,5,Europe
18892,3,13,93,2667.0,313932667.0,2667,Ahmednagar,93,India,13,South Asia,3,3,Asia
18897,3,12,88,2604.0,312882604.0,2604,Istanbul,88,Turkey,12,Middle East,3,3,Asia
18899,3,14,101,3098.0,3141013098.0,3098,Jakarta,101,Indonesia,14,South East Asia,3,3,Asia
18903,4,15,109,3981.0,4151093981.0,3981,Canberra,109,Australia,15,Australia,4,4,Australia & Oceania
18905,5,21,163,8766.0,5211638766.0,8766,Queen Charlotte,163,United Kingdom,21,Western Europe,5,5,Europe
18909,3,13,93,2856.0,313932856.0,2856,Pune,93,India,13,South Asia,3,3,Asia
18919,3,14,101,3013.0,3141013013.0,3013,Bali,101,Indonesia,14,South East Asia,3,3,Asia
18927,3,14,103,3331.0,3141033331.0,3331,Ipoh,103,Malaysia,14,South East Asia,3,3,Asia
18928,5,19,142,6512.0,5191426512.0,6512,Helsinki,142,Finland,19,Northern Europe,5,5,Europe
18931,4,15,109,4940.0,4151094940.0,4940,Perth,109,Australia,15,Australia,4,4,Australia & Oceania
18935,2,8,51,1804.0,28511804.0,1804,San Diego,51,United States,8,Northern America,2,2,America
18940,3,14,101,3035.0,3141013035.0,3035,Bekasi,101,Indonesia,14,South East Asia,3,3,Asia
18942,4,15,109,4990.0,4151094990.0,4990,Port Stephens,109,Australia,15,Australia,4,4,Australia & Oceania
18946,3,14,101,3296.0,3141013296.0,3296,Yogyakarta,101,Indonesia,14,South East Asia,3,3,Asia
18948,4,15,109,3750.0,4151093750.0,3750,Australia,109,Australia,15,Australia,4,4,Australia & Oceania
18950,5,19,145,6701.0,5191456701.0,6701,Stockholm,145,Sweden,19,Northern Europe,5,5,Europe
18954,4,15,109,4303.0,4151094303.0,4303,Gold Coast,109,Australia,15,Australia,4,4,Australia & Oceania
18957,4,15,109,5215.0,4151095215.0,5215,Tasmania,109,Australia,15,Australia,4,4,Australia & Oceania
18963,3,14,101,3029.0,3141013029.0,3029,Batu,101,Indonesia,14,South East Asia,3,3,Asia
18969,4,15,109,4940.0,4151094940.0,4940,Perth,109,Australia,15,Australia,4,4,Australia & Oceania
18983,3,13,93,2663.0,313932663.0,2663,Abohar,93,India,13,South Asia,3,3,Asia
18984,5,21,163,8254.0,5211638254.0,8254,Eastleigh,163,United Kingdom,21,Western Europe,5,5,Europe
18997,4,15,109,3915.0,4151093915.0,3915,Brisbane,109,Australia,15,Australia,4,4,Australia & Oceania
18999,2,8,51,2067.0,28512067.0,2067,Water Valley,51,United States,8,Northern America,2,2,America
19000,3,13,93,2664.0,313932664.0,2664,Agra,93,India,13,South Asia,3,3,Asia
19002,3,13,93,2835.0,313932835.0,2835,New Delhi,93,India,13,South Asia,3,3,Asia
19004,3,14,107,3586.0,3141073586.0,3586,Hua Hin,107,Thailand,14,South East Asia,3,3,Asia
19005,5,17,135,6221.0,5171356221.0,6221,Boudry,135,Switzerland,17,Central Europe,5,5,Europe
19011,3,14,101,3146.0,3141013146.0,3146,Legian,101,Indonesia,14,South East Asia,3,3,Asia
19013,4,15,109,4331.0,4151094331.0,4331,Greater Sydney,109,Australia,15,Australia,4,4,Australia & Oceania
19017,4,15,109,3687.0,4151093687.0,3687,Adelaide,109,Australia,15,Australia,4,4,Australia & Oceania
19019,4,15,109,3687.0,4151093687.0,3687,Adelaide,109,Australia,15,Australia,4,4,Australia & Oceania
19023,4,15,109,4303.0,4151094303.0,4303,Gold Coast,109,Australia,15,Australia,4,4,Australia & Oceania
19025,2,8,51,1079.0,28511079.0,1079,Freeland,51,United States,8,Northern America,2,2,America
19030,4,15,109,5180.0,4151095180.0,5180,Surfers Paradise,109,Australia,15,Australia,4,4,Australia & Oceania
19031,4,15,109,4756.0,4151094756.0,4756,Mount Gambier,109,Australia,15,Australia,4,4,Australia & Oceania
19034,4,15,109,4940.0,4151094940.0,4940,Perth,109,Australia,15,Australia,4,4,Australia & Oceania
19039,5,21,163,8938.0,5211638938.0,8938,Stroud,163,United Kingdom,21,Western Europe,5,5,Europe
19045,5,21,163,8925.0,5211638925.0,8925,Stockport,163,United Kingdom,21,Western Europe,5,5,Europe
19046,3,13,93,2735.0,313932735.0,2735,Gujarat,93,India,13,South Asia,3,3,Asia
19055,2,8,51,1047.0,28511047.0,1047,Flagler Beach,51,United States,8,Northern America,2,2,America
19059,4,15,109,4395.0,4151094395.0,4395,Hobart,109,Australia,15,Australia,4,4,Australia & Oceania
19063,3,14,101,3017.0,3141013017.0,3017,Bandung,101,Indonesia,14,South East Asia,3,3,Asia
19072,5,20,151,6900.0,5201516900.0,6900,Province of Cuneo,151,Italy,20,Southern Europe,5,5,Europe
19073,3,14,106,3551.0,3141063551.0,3551,Singapore,106,Singapore,14,South East Asia,3,3,Asia
19076,2,8,51,1552.0,28511552.0,1552,New York City,51,United States,8,Northern America,2,2,America
19080,4,15,109,3965.0,4151093965.0,3965,Busselton,109,Australia,15,Australia,4,4,Australia & Oceania
19081,4,15,109,4490.0,4151094490.0,4490,Kiama,109,Australia,15,Australia,4,4,Australia & Oceania
19082,3,14,108,3659.0,3141083659.0,3659,Danang,108,Vietnam,14,South East Asia,3,3,Asia
19083,4,15,109,3687.0,4151093687.0,3687,Adelaide,109,Australia,15,Australia,4,4,Australia & Oceania
19084,3,11,71,2349.0,311712349.0,2349,Iruma,71,Japan,11,East Asia,3,3,Asia
19085,3,12,80,2534.0,312802534.0,2534,Amman,80,Jordan,12,Middle East,3,3,Asia
19088,4,15,109,4043.0,4151094043.0,4043,City of Greater Geelong,109,Australia,15,Australia,4,4,Australia & Oceania
19091,5,17,131,6129.0,5171316129.0,6129,Bucharest,131,Romania,17,Central Europe,5,5,Europe
19092,2,8,48,545.0,2848545.0,545,Toronto,48,Canada,8,Northern America,2,2,America
19094,1,4,22,191.0,1422191.0,191,South Africa,22,South Africa,4,Southern Africa,1,1,Africa
19096,3,14,106,3551.0,3141063551.0,3551,Singapore,106,Singapore,14,South East Asia,3,3,Asia
19098,4,15,109,4622.0,4151094622.0,4622,Manly,109,Australia,15,Australia,4,4,Australia & Oceania
19099,2,8,51,1366.0,28511366.0,1366,Long Beach,51,United States,8,Northern America,2,2,America
19104,5,21,163,8927.0,5211638927.0,8927,Stockton-on-Tees,163,United Kingdom,21,Western Europe,5,5,Europe
19111,4,15,109,3847.0,4151093847.0,3847,Bilambil Heights,109,Australia,15,Australia,4,4,Australia & Oceania
19113,5,21,159,7494.0,5211597494.0,7494,Paris,159,France,21,Western Europe,5,5,Europe
19116,4,15,109,3717.0,4151093717.0,3717,Appin,109,Australia,15,Australia,4,4,Australia & Oceania
19117,4,16,115,5506.0,4161155506.0,5506,Christchurch,115,New Zealand,16,Oceania,4,4,Australia & Oceania
19118,5,21,163,9001.0,5211639001.0,9001,Tunbridge Wells,163,United Kingdom,21,Western Europe,5,5,Europe
19121,2,8,51,1720.0,28511720.0,1720,Portland,51,United States,8,Northern America,2,2,America
19124,3,13,93,2808.0,313932808.0,2808,Margao,93,India,13,South Asia,3,3,Asia
19136,4,15,109,4551.0,4151094551.0,4551,Launceston,109,Australia,15,Australia,4,4,Australia & Oceania
19138,2,8,51,785.0,2851785.0,785,Brooklyn,51,United States,8,Northern America,2,2,America
19146,4,15,109,4940.0,4151094940.0,4940,Perth,109,Australia,15,Australia,4,4,Australia & Oceania
19150,3,14,106,3551.0,3141063551.0,3551,Singapore,106,Singapore,14,South East Asia,3,3,Asia
19156,3,14,101,3175.0,3141013175.0,3175,Nusa Dua Peninsula,101,Indonesia,14,South East Asia,3,3,Asia
19157,2,9,57,2244.0,29572244.0,2244,Vilcabamba,57,Ecuador,9,South America,2,2,America
19159,4,15,109,4949.0,4151094949.0,4949,Perth Western Australia,109,Australia,15,Australia,4,4,Australia & Oceania
19166,3,14,101,3112.0,3141013112.0,3112,Jimbaran,101,Indonesia,14,South East Asia,3,3,Asia
19171,3,12,88,2604.0,312882604.0,2604,Istanbul,88,Turkey,12,Middle East,3,3,Asia
19175,4,16,115,5582.0,4161155582.0,5582,Ohakune,115,New Zealand,16,Oceania,4,4,Australia & Oceania
19183,4,15,109,4616.0,4151094616.0,4616,Mandurah,109,Australia,15,Australia,4,4,Australia & Oceania
19189,5,21,163,8513.0,5211638513.0,8513,Leeds,163,United Kingdom,21,Western Europe,5,5,Europe
19190,2,8,50,605.0,2850605.0,605,La Cruz de Huanacaxtle,50,Mexico,8,Northern America,2,2,America
19207,2,8,51,707.0,2851707.0,707,Baltimore,51,United States,8,Northern America,2,2,America
19208,2,8,51,855.0,2851855.0,855,Chesterfield,51,United States,8,Northern America,2,2,America
19209,3,14,101,3014.0,3141013014.0,3014,Balikpapan,101,Indonesia,14,South East Asia,3,3,Asia
19210,3,13,93,2690.0,313932690.0,2690,Bengaluru,93,India,13,South Asia,3,3,Asia
19215,3,14,106,3551.0,3141063551.0,3551,Singapore,106,Singapore,14,South East Asia,3,3,Asia
19218,2,8,51,1749.0,28511749.0,1749,Redondo Beach,51,United States,8,Northern America,2,2,America
19220,3,14,107,3567.0,3141073567.0,3567,Bangkok,107,Thailand,14,South East Asia,3,3,Asia
19228,4,16,115,5671.0,4161155671.0,5671,Wellington,115,New Zealand,16,Oceania,4,4,Australia & Oceania
19229,2,8,50,615.0,2850615.0,615,Playa del Carmen,50,Mexico,8,Northern America,2,2,America
19237,3,14,106,3551.0,3141063551.0,3551,Singapore,106,Singapore,14,South East Asia,3,3,Asia
19239,4,15,109,3687.0,4151093687.0,3687,Adelaide,109,Australia,15,Australia,4,4,Australia & Oceania
19241,3,14,106,3551.0,3141063551.0,3551,Singapore,106,Singapore,14,South East Asia,3,3,Asia
19247,3,14,103,3367.0,3141033367.0,3367,Malaysia,103,Malaysia,14,South East Asia,3,3,Asia
19253,3,14,101,3098.0,3141013098.0,3098,Jakarta,101,Indonesia,14,South East Asia,3,3,Asia
19256,3,14,106,3551.0,3141063551.0,3551,Singapore,106,Singapore,14,South East Asia,3,3,Asia
19258,3,13,93,2819.0,313932819.0,2819,Mumbai,93,India,13,South Asia,3,3,Asia
19260,3,14,103,3331.0,3141033331.0,3331,Ipoh,103,Malaysia,14,South East Asia,3,3,Asia
19262,4,15,109,4676.0,4151094676.0,4676,merewether,109,Australia,15,Australia,4,4,Australia & Oceania
19263,5,21,163,8925.0,5211638925.0,8925,Stockport,163,United Kingdom,21,Western Europe,5,5,Europe
19264,2,8,51,929.0,2851929.0,929,Dallas,51,United States,8,Northern America,2,2,America
19271,4,15,109,4940.0,4151094940.0,4940,Perth,109,Australia,15,Australia,4,4,Australia & Oceania
19281,3,14,101,3098.0,3141013098.0,3098,Jakarta,101,Indonesia,14,South East Asia,3,3,Asia
19284,3,12,89,2623.0,312892623.0,2623,Dubai,89,United Arab Emirates,12,Middle East,3,3,Asia
19285,3,14,106,3551.0,3141063551.0,3551,Singapore,106,Singapore,14,South East Asia,3,3,Asia
19289,4,15,109,3687.0,4151093687.0,3687,Adelaide,109,Australia,15,Australia,4,4,Australia & Oceania
19291,4,15,109,4303.0,4151094303.0,4303,Gold Coast,109,Australia,15,Australia,4,4,Australia & Oceania
19293,4,16,115,5506.0,4161155506.0,5506,Christchurch,115,New Zealand,16,Oceania,4,4,Australia & Oceania
19294,3,14,101,3170.0,3141013170.0,3170,North Kuta,101,Indonesia,14,South East Asia,3,3,Asia
19297,3,14,103,3350.0,3141033350.0,3350,Kota Kinabalu,103,Malaysia,14,South East Asia,3,3,Asia
19299,5,21,163,7980.0,5211637980.0,7980,Bathgate,163,United Kingdom,21,Western Europe,5,5,Europe
19302,4,15,109,3915.0,4151093915.0,3915,Brisbane,109,Australia,15,Australia,4,4,Australia & Oceania
19304,3,13,93,2690.0,313932690.0,2690,Bengaluru,93,India,13,South Asia,3,3,Asia
19310,4,15,109,4940.0,4151094940.0,4940,Perth,109,Australia,15,Australia,4,4,Australia & Oceania
19313,2,8,51,1376.0,28511376.0,1376,Los Angeles,51,United States,8,Northern America,2,2,America
19315,3,14,101,3098.0,3141013098.0,3098,Jakarta,101,Indonesia,14,South East Asia,3,3,Asia
19316,3,14,105,3503.0,3141053503.0,3503,Philippines,105,Philippines,14,South East Asia,3,3,Asia
19321,4,15,109,4223.0,4151094223.0,4223,Esperance,109,Australia,15,Australia,4,4,Australia & Oceania
19329,4,16,115,5658.0,4161155658.0,5658,Waiheke Island,115,New Zealand,16,Oceania,4,4,Australia & Oceania
19332,3,14,101,3151.0,3141013151.0,3151,Lovina Beach,101,Indonesia,14,South East Asia,3,3,Asia
19345,5,19,144,6585.0,5191446585.0,6585,Hokksund,144,Norway,19,Northern Europe,5,5,Europe
19353,5,21,163,9027.0,5211639027.0,9027,Walsall,163,United Kingdom,21,Western Europe,5,5,Europe
19359,4,15,109,3915.0,4151093915.0,3915,Brisbane,109,Australia,15,Australia,4,4,Australia & Oceania
19367,3,14,101,3164.0,3141013164.0,3164,Medan,101,Indonesia,14,South East Asia,3,3,Asia
19368,3,14,101,3098.0,3141013098.0,3098,Jakarta,101,Indonesia,14,South East Asia,3,3,Asia
19372,3,13,93,2819.0,313932819.0,2819,Mumbai,93,India,13,South Asia,3,3,Asia
19378,4,15,109,3828.0,4151093828.0,3828,Bendigo,109,Australia,15,Australia,4,4,Australia & Oceania
19379,4,15,109,4112.0,4151094112.0,4112,Cranbourne,109,Australia,15,Australia,4,4,Australia & Oceania
19381,4,15,109,4530.0,4151094530.0,4530,Kyneton,109,Australia,15,Australia,4,4,Australia & Oceania
19383,5,17,135,6220.0,5171356220.0,6220,Blonay,135,Switzerland,17,Central Europe,5,5,Europe
19384,4,15,109,4870.0,4151094870.0,4870,Nth Qld Australia,109,Australia,15,Australia,4,4,Australia & Oceania
19388,5,17,126,6039.0,5171266039.0,6039,Budapest,126,Hungary,17,Central Europe,5,5,Europe
19389,3,13,93,2690.0,313932690.0,2690,Bengaluru,93,India,13,South Asia,3,3,Asia
19395,3,14,101,3048.0,3141013048.0,3048,Bogor,101,Indonesia,14,South East Asia,3,3,Asia
19407,4,15,109,4303.0,4151094303.0,4303,Gold Coast,109,Australia,15,Australia,4,4,Australia & Oceania
19414,5,19,143,6557.0,5191436557.0,6557,Kopavogur,143,Iceland,19,Northern Europe,5,5,Europe
19417,3,14,106,3551.0,3141063551.0,3551,Singapore,106,Singapore,14,South East Asia,3,3,Asia
19418,1,4,22,116.0,1422116.0,116,Durbanville,22,South Africa,4,Southern Africa,1,1,Africa
19424,5,17,131,6128.0,5171316128.0,6128,Brasov,131,Romania,17,Central Europe,5,5,Europe
19425,3,11,69,2298.0,311692298.0,2298,Shanghai,69,China,11,East Asia,3,3,Asia
19428,2,6,40,252.0,2640252.0,252,Port of Spain,40,Trinidad and Tobago,6,Caribbean,2,2,America
19429,4,15,109,4940.0,4151094940.0,4940,Perth,109,Australia,15,Australia,4,4,Australia & Oceania
19430,4,15,109,3687.0,4151093687.0,3687,Adelaide,109,Australia,15,Australia,4,4,Australia & Oceania
19431,4,15,109,4132.0,4151094132.0,4132,Dalby,109,Australia,15,Australia,4,4,Australia & Oceania
19432,4,15,109,3729.0,4151093729.0,3729,Arthurs Seat,109,Australia,15,Australia,4,4,Australia & Oceania
19438,5,19,145,6651.0,5191456651.0,6651,Gothenburg,145,Sweden,19,Northern Europe,5,5,Europe
19453,1,4,22,150.0,1422150.0,150,Langebaan,22,South Africa,4,Southern Africa,1,1,Africa
19454,3,12,88,2609.0,312882609.0,2609,Konya,88,Turkey,12,Middle East,3,3,Asia
19456,5,20,157,7076.0,5201577076.0,7076,Denia,157,Spain,20,Southern Europe,5,5,Europe
19463,3,12,82,2543.0,312822543.0,2543,Bchamoun,82,Lebanon,12,Middle East,3,3,Asia
19466,2,8,51,1376.0,28511376.0,1376,Los Angeles,51,United States,8,Northern America,2,2,America
19467,2,8,51,698.0,2851698.0,698,Austin,51,United States,8,Northern America,2,2,America
19470,4,15,109,4303.0,4151094303.0,4303,Gold Coast,109,Australia,15,Australia,4,4,Australia & Oceania
19474,4,15,109,3687.0,4151093687.0,3687,Adelaide,109,Australia,15,Australia,4,4,Australia & Oceania
19479,4,15,109,3915.0,4151093915.0,3915,Brisbane,109,Australia,15,Australia,4,4,Australia & Oceania
19480,3,11,69,2282.0,311692282.0,2282,Hong Kong,69,China,11,East Asia,3,3,Asia
19494,3,14,106,3551.0,3141063551.0,3551,Singapore,106,Singapore,14,South East Asia,3,3,Asia
19501,3,14,101,3098.0,3141013098.0,3098,Jakarta,101,Indonesia,14,South East Asia,3,3,Asia
19502,2,8,51,1864.0,28511864.0,1864,Shell Beach,51,United States,8,Northern America,2,2,America
19504,2,8,51,1720.0,28511720.0,1720,Portland,51,United States,8,Northern America,2,2,America
19507,5,21,163,8513.0,5211638513.0,8513,Leeds,163,United Kingdom,21,Western Europe,5,5,Europe
19508,4,15,109,3687.0,4151093687.0,3687,Adelaide,109,Australia,15,Australia,4,4,Australia & Oceania
19509,3,14,101,3098.0,3141013098.0,3098,Jakarta,101,Indonesia,14,South East Asia,3,3,Asia
19510,2,8,51,1525.0,28511525.0,1525,Naples,51,United States,8,Northern America,2,2,America
19513,2,8,48,335.0,2848335.0,335,Calgary,48,Canada,8,Northern America,2,2,America
19520,2,8,51,859.0,2851859.0,859,Chicago,51,United States,8,Northern America,2,2,America
19521,3,14,101,3098.0,3141013098.0,3098,Jakarta,101,Indonesia,14,South East Asia,3,3,Asia
19524,4,15,109,4277.0,4151094277.0,4277,Geraldton,109,Australia,15,Australia,4,4,Australia & Oceania
19526,4,15,109,3687.0,4151093687.0,3687,Adelaide,109,Australia,15,Australia,4,4,Australia & Oceania
19527,3,11,74,2469.0,311742469.0,2469,Taiwan,74,Taiwan,11,East Asia,3,3,Asia
19531,4,15,109,3915.0,4151093915.0,3915,Brisbane,109,Australia,15,Australia,4,4,Australia & Oceania
19536,5,21,163,7986.0,5211637986.0,7986,Beckenham,163,United Kingdom,21,Western Europe,5,5,Europe
19538,3,14,106,3551.0,3141063551.0,3551,Singapore,106,Singapore,14,South East Asia,3,3,Asia
19547,4,15,109,4940.0,4151094940.0,4940,Perth,109,Australia,15,Australia,4,4,Australia & Oceania
19551,2,8,51,777.0,2851777.0,777,Bremerton,51,United States,8,Northern America,2,2,America
19553,3,13,93,2819.0,313932819.0,2819,Mumbai,93,India,13,South Asia,3,3,Asia
19555,3,14,103,3354.0,3141033354.0,3354,Kuala Lumpur,103,Malaysia,14,South East Asia,3,3,Asia
19557,3,14,101,3230.0,3141013230.0,3230,Seminyak,101,Indonesia,14,South East Asia,3,3,Asia
19561,2,8,51,1806.0,28511806.0,1806,San Francisco,51,United States,8,Northern America,2,2,America
19574,4,15,109,3687.0,4151093687.0,3687,Adelaide,109,Australia,15,Australia,4,4,Australia & Oceania
19576,3,14,106,3551.0,3141063551.0,3551,Singapore,106,Singapore,14,South East Asia,3,3,Asia
19581,5,17,133,6163.0,5171336163.0,6163,Bratislava,133,Slovakia,17,Central Europe,5,5,Europe
19585,4,15,109,5291.0,4151095291.0,5291,Umina Beach,109,Australia,15,Australia,4,4,Australia & Oceania
19587,4,15,109,4940.0,4151094940.0,4940,Perth,109,Australia,15,Australia,4,4,Australia & Oceania
19592,3,14,101,3098.0,3141013098.0,3098,Jakarta,101,Indonesia,14,South East Asia,3,3,Asia
19595,5,21,163,8619.0,5211638619.0,8619,Middlesbrough,163,United Kingdom,21,Western Europe,5,5,Europe
19605,3,14,106,3551.0,3141063551.0,3551,Singapore,106,Singapore,14,South East Asia,3,3,Asia
19608,4,15,109,3687.0,4151093687.0,3687,Adelaide,109,Australia,15,Australia,4,4,Australia & Oceania
19609,4,15,109,4940.0,4151094940.0,4940,Perth,109,Australia,15,Australia,4,4,Australia & Oceania
19615,2,8,51,765.0,2851765.0,765,Boston,51,United States,8,Northern America,2,2,America
19618,3,14,106,3551.0,3141063551.0,3551,Singapore,106,Singapore,14,South East Asia,3,3,Asia
19621,3,14,101,3098.0,3141013098.0,3098,Jakarta,101,Indonesia,14,South East Asia,3,3,Asia
19625,5,21,162,7748.0,5211627748.0,7748,Hilversum,162,Netherlands,21,Western Europe,5,5,Europe
19628,1,3,14,50.0,131450.0,50,Alexandria,14,Egypt,3,North Africa,1,1,Africa
19633,4,15,109,5118.0,4151095118.0,5118,south australia,109,Australia,15,Australia,4,4,Australia & Oceania
19635,2,8,51,799.0,2851799.0,799,California,51,United States,8,Northern America,2,2,America
19636,3,13,91,2648.0,313912648.0,2648,Dhaka City,91,Bangladesh,13,South Asia,3,3,Asia
19643,2,8,51,768.0,2851768.0,768,Bowie,51,United States,8,Northern America,2,2,America
19654,4,15,109,4613.0,4151094613.0,4613,Maleny,109,Australia,15,Australia,4,4,Australia & Oceania
19657,5,18,139,6360.0,5181396360.0,6360,Blagoveshchensk,139,Russia,18,Eastern Europe,5,5,Europe
19658,3,14,101,3098.0,3141013098.0,3098,Jakarta,101,Indonesia,14,South East Asia,3,3,Asia
19662,5,21,163,8945.0,5211638945.0,8945,Sunderland,163,United Kingdom,21,Western Europe,5,5,Europe
19666,2,8,51,799.0,2851799.0,799,California,51,United States,8,Northern America,2,2,America
